,loss,accuracy
0,3.2202281951904297,0.03533333167433739
1,3.2162749767303467,0.047333333641290665
2,3.209054946899414,0.054666668176651
3,3.2036828994750977,0.0533333346247673
4,3.1802566051483154,0.058666665107011795
5,3.128032684326172,0.07577777653932571
6,3.0644116401672363,0.09488888829946518
7,3.007441282272339,0.10777777433395386
8,2.954284191131592,0.12422221899032593
9,2.917118787765503,0.1340000033378601
10,2.873317003250122,0.14800000190734863
11,2.8192906379699707,0.15155555307865143
12,2.7656264305114746,0.16777777671813965
13,2.721449613571167,0.17977777123451233
14,2.6740589141845703,0.18977777659893036
15,2.644542932510376,0.2015555500984192
16,2.6140077114105225,0.20911110937595367
17,2.5458920001983643,0.22422222793102264
18,2.469149589538574,0.2446666657924652
19,2.4461095333099365,0.24666666984558105
20,2.3919990062713623,0.26177778840065
21,2.333190679550171,0.28688889741897583
22,2.294945001602173,0.2817777693271637
23,2.2349190711975098,0.29866665601730347
24,2.2195749282836914,0.3077777922153473
25,2.1639719009399414,0.3195555508136749
26,2.1151411533355713,0.33355554938316345
27,2.076378107070923,0.35333332419395447
28,2.048163652420044,0.3526666760444641
29,1.9814156293869019,0.36355555057525635
30,1.9696522951126099,0.37511110305786133
31,1.9054183959960938,0.39399999380111694
32,1.874097228050232,0.4026666581630707
33,1.8348582983016968,0.41155555844306946
34,1.8215093612670898,0.41866666078567505
35,1.7711176872253418,0.42844444513320923
36,1.7239917516708374,0.4422222077846527
37,1.7568867206573486,0.4304444491863251
38,1.6612396240234375,0.46044445037841797
39,1.6259373426437378,0.4677777886390686
40,1.6211638450622559,0.46844443678855896
41,1.5862677097320557,0.4757777750492096
42,1.565578818321228,0.4897777736186981
43,1.5341044664382935,0.48222222924232483
44,1.4904522895812988,0.5019999742507935
45,1.5076849460601807,0.49711111187934875
46,1.4855055809020996,0.5055555701255798
47,1.485708475112915,0.4986666738986969
48,1.422495722770691,0.5335555672645569
49,1.4177812337875366,0.5213333368301392
