,loss,accuracy
0,3.220949649810791,0.04466666653752327
1,3.2152180671691895,0.05088888853788376
2,3.208923578262329,0.052222222089767456
3,3.1985278129577637,0.0560000017285347
4,3.1931135654449463,0.06488888710737228
5,3.187114715576172,0.06222222372889519
6,3.1839137077331543,0.05977777764201164
7,3.1615967750549316,0.07222222536802292
8,3.110589027404785,0.086888886988163
9,3.0651049613952637,0.09288889169692993
10,3.0157530307769775,0.09866666793823242
11,2.9690439701080322,0.11999999731779099
12,2.9389467239379883,0.11933333426713943
13,2.886490821838379,0.12577778100967407
14,2.844417095184326,0.1420000046491623
15,2.8141026496887207,0.15066666901111603
16,2.7733936309814453,0.160444438457489
17,2.7186639308929443,0.17444443702697754
18,2.705709934234619,0.17688888311386108
19,2.6501455307006836,0.1904444396495819
20,2.6198220252990723,0.19599999487400055
21,2.5830578804016113,0.20688888430595398
22,2.5656533241271973,0.20466665923595428
23,2.515915632247925,0.23155555129051208
24,2.493417739868164,0.23422221839427948
25,2.44779896736145,0.2477777749300003
26,2.424415111541748,0.2504444420337677
27,2.4035866260528564,0.248222216963768
28,2.3594934940338135,0.25822222232818604
29,2.330756187438965,0.27577778697013855
30,2.3069000244140625,0.2795555591583252
31,2.265477418899536,0.28866666555404663
32,2.2294301986694336,0.3033333420753479
33,2.191131591796875,0.3140000104904175
34,2.183542490005493,0.3157777786254883
35,2.158402442932129,0.316222220659256
36,2.1274070739746094,0.32777777314186096
37,2.1049411296844482,0.33088889718055725
38,2.0826597213745117,0.34333333373069763
39,2.0481269359588623,0.3482222259044647
40,2.0286641120910645,0.3488888740539551
41,1.9831725358963013,0.36177778244018555
42,2.0036203861236572,0.35822221636772156
43,1.9258923530578613,0.3784444332122803
44,1.9302693605422974,0.3782222270965576
45,1.9087728261947632,0.3817777633666992
46,1.8703203201293945,0.394222229719162
47,1.8671282529830933,0.39844444394111633
48,1.8531289100646973,0.3959999978542328
49,1.8153473138809204,0.4086666703224182
